topic,term,weight
011,open,0.031605672
011,relevant,0.024234856
011,link,0.02443788
011,process,0.023699837
012,command,0.09878191
012,line,0.07081625
012,terminal,0.04520538
012,prefer,0.044784803
012,step,0.044578273
012,let,0.044518195
012,log,0.044487637
012,run,0.04400956
012,tool,0.04246025
012,people,0.042184718
013,dose,0.052980516
013,medication,0.05175611
013,adderall,0.046373088
013,year,0.030496996
013,high,0.025022823
013,work,0.026760228
013,life,0.016348835
013,psych,0.011515148
013,tolerance,0.011443759
013,strattera,0.011515545
014,reply,0.080968715
014,article,0.04681439
014,idear,0.037361983
014,style,0.029233638
014,weather,0.029229887
014,email,0.028602524
014,add,0.025671445
014,line,0.026407959
014,long,0.02463645
014,script,0.011574348
015,watch,0.062282402
015,alarm,0.05322359
015,phone,0.03925002
015,apple,0.034244392
015,work,0.038688485
015,photo,0.01592707
015,pebble,0.015884347
015,lg,0.015841722
015,silent,0.015841722
015,problem,0.015917553
016,thing,0.09185196
016,flashcard,0.07624212
016,study,0.07578151
016,help,0.07380085
016,tool,0.04469783
016,set,0.0437075
016,lot,0.044328723
016,motivate,0.018019218
016,memrise,0.017913964
016,memorize,0.017913964
017,window,0.08958081
017,desktop,0.033481184
017,application,0.032127958
017,interface,0.036958013
017,screen,0.029156916
017,switch,0.028641354
017,monitor,0.024447918
017,work,0.033501007
017,ui,0.024168257
017,metro,0.02389242
018,learn,0.085891336
018,tutorial,0.06161096
018,video,0.059874147
018,lot,0.055507053
018,stupid,0.034645896
018,it’s,0.034545068
018,frustrate,0.03443869
018,break,0.03404183
018,take,0.03377424
018,interface,0.029282993
019,reminder,0.08558121
019,calendar,0.07594597
019,gcal,0.051155385
019,buggy,0.037217546
019,work,0.038771193
019,notification,0.023076901
019,annoy,0.022730255
019,basically,0.022126656
019,android,0.020816335
019,google,0.023033414
020,google,0.07479451
020,phone,0.050753243
020,android,0.039936386
020,calendar,0.040925268
020,schedule,0.031831417
020,window,0.030466273
020,reminder,0.029422062
020,ideally,0.019874532
020,mac,0.019836355
020,inbox,0.019821893
021,second,0.052939087
021,delay,0.052897777
021,set,0.047880795
021,leechblock,0.038259085
021,override,0.038254075
021,wait,0.038302537
021,blocker,0.03743037
021,minutar,0.037350383
021,open,0.03706691
021,tab,0.03686893
022,item,0.08757782
022,feature,0.054033913
022,user,0.048291884
022,cool,0.044950504
022,ux,0.022460673
022,css,0.022437671
022,c0toe,0.02242107
022,demo,0.02242107
022,gel,0.02242107
022,draging,0.022421068
023,feature,0.09341188
023,forum,0.032549992
023,staff,0.032540396
023,user,0.026387544
023,amaze,0.021080771
023,iqtell,0.020268884
023,post,0.020298429
023,project,0.02044808
023,function,0.019580007
023,email,0.018711023
024,timar,0.09449682
024,thing,0.09296766
024,awesome,0.05712107
024,waste,0.026999768
024,know,0.02695903
024,activity,0.027051855
024,invention,0.026879668
024,frame,0.026865482
024,greatly,0.026785055
024,behavior,0.026787331
025,thing,0.042021945
025,duty,0.028094813
025,good,0.03165939
025,job,0.024856055
025,whiteboard,0.017613303
025,tasklist,0.01756111
025,x200b,0.017369097
025,fully,0.017361563
025,lot,0.02202484
025,school,0.017231919
026,interface,0.08224557
026,write,0.0032904104
026,update,0.0022864954
026,book,0.0012385192
026,tile,0.0010846046
026,click,0.0009946816
026,install,0.0012933731
026,lol,0.0008219302
026,keep,0.0009740994
026,menu,0.0007690545
027,app,0.099325515
027,habit,0.07325614
027,streak,0.035110366
027,track,0.032232583
027,work,0.033567462
027,day,0.025559334
027,form,0.021751864
027,tldr,0.02140193
027,edit,0.020849034
027,helpful,0.020847594
028,app,0.09008093
028,list,0.04187457
028,timar,0.037991066
028,timer,0.024292639
028,base,0.02229584
028,gesture,0.020715285
028,download,0.020358717
028,task,0.024366245
028,minutar,0.020149559
028,put,0.019199943
029,app,0.078383446
029,block,0.06114342
029,phone,0.04565983
029,blocker,0.03837596
029,ios,0.028466385
029,internet,0.028519934
029,laptop,0.018515505
029,turn,0.019291664
029,sleep,0.018193988
029,bedtime,0.017867178
